Date,Day,Week locator, Up to 1 hr , 1 to 2 hrs , 2 to 3 hrs , 3 to 4 hrs , 4 to 5 hrs , 5 to 6 hrs , 6 to <24 hours , 24 hours + , Subscribers ,Total Exc Sub,Comments
18/01/2017,Wed,42_2016/17, 243 , 260 , 212 , 87 , 24 , 10 , 6 , -   , 52 ,790,0
19/01/2017,Thu,42_2016/17, 168 , 216 , 179 , 76 , 25 , 9 , 19 , -   , 55 ,637,0
20/01/2017,Fri,42_2016/17, 201 , 256 , 229 , 104 , 47 , 10 , 7 , -   , 49 ,805,0
21/01/2017,Sat,42_2016/17, 390 , 562 , 537 , 261 , 92 , 38 , 28 , -   , 17 ,1891,0
22/01/2017,Sun,42_2016/17, 262 , 364 , 438 , 169 , 74 , 31 , 15 , -   , 8 ,1345,0
23/01/2017,Mon,43_2016/17, 192 , 223 , 158 , 60 , 14 , 11 , 11 , -   , 50 ,619,0
24/01/2017,Tue,43_2016/17, 196 , 210 , 219 , 116 , 31 , 12 , 9 , -   , 55 ,738,0
25/01/2017,Wed,43_2016/17, 231 , 255 , 223 , 104 , 38 , 10 , 10 , -   , 55 ,816,0
26/01/2017,Thu,43_2016/17, 188 , 253 , 198 , 71 , 39 , 4 , 11 , -   , 60 ,704,0
27/01/2017,Fri,43_2016/17, 214 , 298 , 268 , 129 , 39 , 17 , 16 , -   , 42 ,939,0
28/01/2017,Sat,43_2016/17, 350 , 553 , 629 , 299 , 108 , 31 , 23 , -   , 17 ,1976,0
29/01/2017,Sun,43_2016/17, 275 , 440 , 502 , 192 , 80 , 25 , 22 , 2 , 5 ,1533,0
30/01/2017,Mon,44_2016/17, 172 , 231 , 204 , 78 , 22 , 7 , 25 , -   , 52 ,687,0
31/01/2017,Tue,44_2016/17, 211 , 242 , 201 , 88 , 24 , 13 , 15 , -   , 60 ,734,0
01/02/2017,Wed,44_2016/17, 285 , 339 , 223 , 116 , 41 , 9 , 18 , -   , 47 ,984,0
02/02/2017,Thu,44_2016/17, 185 , 263 , 233 , 94 , 26 , 11 , 20 , -   , 54 ,778,0
03/02/2017,Fri,44_2016/17, 270 , 267 , 225 , 111 , 37 , 11 , 11 , -   , 59 ,873,0
04/02/2017,Sat,44_2016/17, 354 , 603 , 485 , 258 , 85 , 42 , 13 , -   , 9 ,1831,0
05/02/2017,Sun,44_2016/17, 266 , 401 , 427 , 163 , 69 , 17 , 11 , 1 , 12 ,1343,0
06/02/2017,Mon,45_2016/17, 198 , 207 , 174 , 71 , 23 , 12 , 19 , -   , 52 ,652,0
07/02/2017,Tue,45_2016/17, 201 , 211 , 215 , 93 , 25 , 6 , 17 , -   , 57 ,711,0
08/02/2017,Wed,45_2016/17, 229 , 308 , 207 , 132 , 29 , 6 , 20 , -   , 55 ,876,0
09/02/2017,Thu,45_2016/17, 178 , 231 , 192 , 88 , 29 , 8 , 12 , -   , 56 ,682,0
10/02/2017,Fri,45_2016/17, 244 , 297 , 315 , 125 , 48 , 18 , 13 , -   , 54 ,1006,0
11/02/2017,Sat,45_2016/17, 363 , 587 , 573 , 268 , 101 , 33 , 18 , -   , 11 ,1932,0
12/02/2017,Sun,45_2016/17, 252 , 356 , 492 , 203 , 66 , 13 , 10 , -   , 9 ,1383,0
13/02/2017,Mon,46_2016/17, 219 , 267 , 353 , 150 , 47 , 16 , 7 , -   , 57 ,1002,0
14/02/2017,Tue,46_2016/17, 263 , 277 , 314 , 164 , 52 , 12 , 15 , -   , 55 ,1042,0
15/02/2017,Wed,46_2016/17, 252 , 284 , 394 , 201 , 61 , 26 , 13 , -   , 53 ,1178,0
16/02/2017,Thu,46_2016/17, 241 , 316 , 319 , 164 , 70 , 13 , 14 , -   , 54 ,1083,0
17/02/2017,Fri,46_2016/17, 241 , 287 , 416 , 190 , 60 , 18 , 11 , -   , 48 ,1175,0
18/02/2017,Sat,46_2016/17, 335 , 529 , 553 , 287 , 122 , 31 , 21 , -   , 16 ,1862,0
19/02/2017,Sun,46_2016/17, 204 , 347 , 395 , 177 , 70 , 16 , 7 , -   , 7 ,1209,0
20/02/2017,Mon,47_2016/17, 178 , 238 , 188 , 88 , 35 , 8 , 17 , -   , 55 ,697,0
21/02/2017,Tue,47_2016/17, 188 , 215 , 220 , 93 , 30 , 12 , 22 , -   , 57 ,723,0
22/02/2017,Wed,47_2016/17, 292 , 317 , 241 , 113 , 41 , 13 , 18 , 1 , 47 ,989,0
23/02/2017,Thu,47_2016/17, 218 , 227 , 194 , 110 , 24 , 10 , 28 , -   , 52 ,759,0
24/02/2017,Fri,47_2016/17, 243 , 289 , 251 , 114 , 29 , 13 , 15 , -   , 44 ,910,0
25/02/2017,Sat,47_2016/17, 379 , 626 , 590 , 303 , 117 , 54 , 41 , -   , 14 ,2096,0
26/02/2017,Sun,47_2016/17, 235 , 378 , 369 , 167 , 47 , 24 , 15 , 1 , 10 ,1226,0
27/02/2017,Mon,48_2016/17, 224 , 246 , 169 , 77 , 21 , 9 , 13 , -   , 53 ,706,0
28/02/2017,Tue,48_2016/17, 192 , 231 , 218 , 88 , 26 , 12 , 17 , -   , 51 ,733,0
01/03/2017,Wed,48_2016/17, 269 , 336 , 258 , 109 , 40 , 60 , 13 , -   , 51 ,1034,0
02/03/2017,Thu,48_2016/17, 177 , 257 , 196 , 118 , 38 , 15 , 24 , -   , 51 ,774,0
03/03/2017,Fri,48_2016/17, 248 , 349 , 290 , 100 , 28 , 14 , 17 , -   , 55 ,991,0
04/03/2017,Sat,48_2016/17, 380 , 628 , 582 , 306 , 117 , 44 , 22 , -   , 16 ,2063,0
05/03/2017,Sun,48_2016/17, 271 , 486 , 508 , 306 , 197 , 70 , 34 , -   , 10 ,1862,0
06/03/2017,Mon,49_2016/17, 149 , 216 , 163 , 87 , 33 , 7 , 12 , -   , 43 ,624,0
07/03/2017,Tue,49_2016/17, 159 , 212 , 177 , 117 , 36 , 10 , 17 , -   , 48 ,680,0
08/03/2017,Wed,49_2016/17, 228 , 303 , 216 , 109 , 52 , 4 , 14 , -   , 57 ,869,0
09/03/2017,Thu,49_2016/17, 223 , 298 , 250 , 114 , 35 , 10 , 7 , -   , 47 ,890,0
10/03/2017,Fri,49_2016/17, 245 , 337 , 289 , 99 , 25 , 12 , 15 , -   , 54 ,968,0
11/03/2017,Sat,49_2016/17, 344 , 527 , 538 , 288 , 118 , 35 , 33 , -   , 11 ,1872,0
12/03/2017,Sun,49_2016/17, 287 , 451 , 441 , 187 , 87 , 24 , 11 , -   , 10 ,1478,0
13/03/2017,Mon,50_2016/17, 171 , 216 , 148 , 61 , 27 , 12 , 12 , -   , 17 ,630,0
14/03/2017,Tue,50_2016/17, 192 , 235 , 176 , 69 , 31 , 10 , 15 , -   , 61 ,667,0
15/03/2017,Wed,50_2016/17, 213 , 269 , 182 , 93 , 22 , 3 , 18 , -   , 57 ,743,0
16/03/2017,Thu,50_2016/17, 164 , 236 , 189 , 80 , 26 , 11 , 22 , -   , 55 ,673,0
17/03/2017,Fri,50_2016/17, 255 , 302 , 268 , 138 , 50 , 15 , 11 , -   , 48 ,991,0
18/03/2017,Sat,50_2016/17, 375 , 622 , 578 , 329 , 132 , 58 , 37 , -   , 14 ,2117,0
19/03/2017,Sun,50_2016/17, 264 , 427 , 468 , 251 , 106 , 36 , 17 , 2 , 11 ,1560,0
20/03/2017,Mon,51_2016/17, 191 , 258 , 203 , 97 , 34 , 6 , 19 , -   , 50 ,758,0
21/03/2017,Tue,51_2016/17, 205 , 255 , 245 , 118 , 37 , 13 , 19 , -   , 53 ,839,0
22/03/2017,Wed,51_2016/17, 283 , 326 , 269 , 120 , 49 , 17 , 24 , -   , 53 ,1035,0
23/03/2017,Thu,51_2016/17, 208 , 214 , 222 , 113 , 32 , 8 , 25 , -   , 54 ,768,0
24/03/2017,Fri,51_2016/17, 220 , 308 , 225 , 128 , 37 , 11 , 10 , -   , 51 ,888,0
25/03/2017,Sat,51_2016/17, 354 , 564 , 567 , 312 , 136 , 53 , 29 , -   , 9 ,2006,0
26/03/2017,Sun,51_2016/17, 199 , 265 , 355 , 185 , 84 , 26 , 14 , 1 , 11 ,1118,0
27/03/2017,Mon,52_2016/17, 174 , 243 , 185 , 73 , 23 , 12 , 11 , -   , 55 ,666,0
28/03/2017,Tue,52_2016/17, 172 , 237 , 193 , 106 , 34 , 10 , 25 , -   , 54 ,723,0
29/03/2017,Wed,52_2016/17, 262 , 312 , 253 , 108 , 60 , 14 , 14 , -   , 57 ,966,0
30/03/2017,Thu,52_2016/17, 205 , 234 , 213 , 84 , 27 , 12 , 28 , -   , 52 ,751,0
31/03/2017,Fri,52_2016/17, 261 , 335 , 287 , 129 , 54 , 10 , 19 , -   , 45 ,1050,0
01/04/2017,Sat,52_2016/17, 318 , 594 , 592 , 319 , 132 , 40 , 29 , -   , 16 ,2008,0
02/04/2017,Sun,52_2016/17, 253 , 360 , 385 , 208 , 85 , 27 , 12 , 1 , 9 ,1322,0
03/04/2017,Mon,1_2017/18, 219 , 287 , 265 , 123 , 44 , 14 , 20 , -   , 51 ,921,0
04/04/2017,Tue,1_2017/18, 225 , 295 , 268 , 138 , 53 , 19 , 15 , -   , 50 ,963,0
05/04/2017,Wed,1_2017/18, 261 , 353 , 286 , 162 , 57 , 22 , 18 , -   , 52 ,1107,0
06/04/2017,Thu,1_2017/18, 199 , 293 , 256 , 152 , 50 , 15 , 21 , -   , 45 ,941,0
07/04/2017,Fri,1_2017/18, 211 , 313 , 301 , 127 , 62 , 21 , 14 , -   , 41 ,1008,0
08/04/2017,Sat,1_2017/18, 281 , 484 , 387 , 241 , 100 , 36 , 22 , -   , 10 ,1541,0
09/04/2017,Sun,1_2017/18, 175 , 292 , 262 , 135 , 53 , 27 , 16 , 1 , 8 ,953,0
10/04/2017,Mon,2_2017/18, 203 , 296 , 255 , 130 , 44 , 15 , 14 , -   , 51 ,906,0
11/04/2017,Tue,2_2017/18, 178 , 288 , 309 , 140 , 49 , 10 , 22 , -   , 51 ,945,0
12/04/2017,Wed,2_2017/18, 290 , 383 , 325 , 202 , 55 , 22 , 17 , -   , 44 ,1250,0
13/04/2017,Thu,2_2017/18, 232 , 319 , 304 , 150 , 31 , 23 , 10 , -   , 43 ,1026,0
14/04/2017,Fri,2_2017/18, 262 , 435 , 435 , 281 , 100 , 33 , 19 , 1 , 18 ,1548,0
15/04/2017,Sat,2_2017/18, 297 , 479 , 499 , 320 , 134 , 45 , 26 , -   , 7 ,1793,0
16/04/2017,Sun,2_2017/18, 145 , 61 , 193 , 116 , 14 , 2 , 5 , 1 , 6 ,531,0
17/04/2017,Mon,3_2017/18, 240 , 425 , 415 , 254 , 76 , 19 , 15 , -   , 11 ,1433,0
18/04/2017,Tue,3_2017/18, 226 , 282 , 241 , 134 , 25 , 15 , 18 , -   , 45 ,896,0
19/04/2017,Wed,3_2017/18, 242 , 281 , 193 , 99 , 30 , 13 , 7 , -   , 44 ,821,0
20/04/2017,Thu,3_2017/18, 214 , 241 , 191 , 87 , 26 , 10 , 8 , -   , 41 ,736,0
21/04/2017,Fri,3_2017/18, 208 , 262 , 198 , 105 , 31 , 11 , 15 , -   , 38 ,792,0
22/04/2017,Sat,3_2017/18, 296 , 535 , 477 , 285 , 87 , 41 , 22 , -   , 16 ,1727,0
23/04/2017,Sun,3_2017/18, 188 , 325 , 287 , 175 , 60 , 9 , 6 , -   , 5 ,1045,0
24/04/2017,Mon,4_2017/18, 206 , 208 , 132 , 67 , 18 , 14 , 17 , -   , 45 ,617,0
25/04/2017,Tue,4_2017/18, 206 , 239 , 197 , 73 , 38 , 7 , 25 , -   , 41 ,744,0
26/04/2017,Wed,4_2017/18, 271 , 358 , 236 , 86 , 37 , 15 , 18 , -   , 49 ,972,0
27/04/2017,Thu,4_2017/18, 217 , 311 , 152 , 88 , 26 , 10 , 23 , -   , 50 ,777,0
28/04/2017,Fri,4_2017/18, 281 , 354 , 256 , 155 , 52 , 22 , 17 , -   , 32 ,1105,0
29/04/2017,Sat,4_2017/18, 329 , 637 , 606 , 375 , 118 , 49 , 35 , -   , 15 ,2134,0
30/04/2017,Sun,4_2017/18, 218 , 387 , 434 , 297 , 89 , 29 , 25 , 1 , 9 ,1471,0
01/05/2017,Mon,5_2017/18, 278 , 513 , 442 , 327 , 98 , 36 , 10 , -   , 13 ,1691,0
02/05/2017,Tue,5_2017/18, 180 , 278 , 159 , 133 , 38 , 14 , 21 , -   , 43 ,780,0
03/05/2017,Wed,5_2017/18, 241 , 347 , 209 , 124 , 36 , 20 , 18 , -   , 44 ,951,0
04/05/2017,Thu,5_2017/18, 191 , 235 , 191 , 93 , 37 , 15 , 14 , -   , 45 ,731,0
05/05/2017,Fri,5_2017/18, 233 , 253 , 186 , 98 , 45 , 13 , 10 , 1 , 41 ,798,0
06/05/2017,Sat,5_2017/18, 348 , 535 , 475 , 259 , 124 , 40 , 26 , -   , 10 ,1797,0
07/05/2017,Sun,5_2017/18, 188 , 383 , 391 , 263 , 74 , 32 , 36 , 1 , 9 ,1359,0
08/05/2017,Mon,6_2017/18, 194 , 222 , 157 , 70 , 20 , 10 , 13 , -   , 47 ,639,0
09/05/2017,Tue,6_2017/18, 180 , 217 , 155 , 72 , 22 , 10 , 16 , -   , 38 ,634,0
10/05/2017,Wed,6_2017/18, 239 , 288 , 214 , 96 , 31 , 7 , 12 , -   , 42 ,845,0
11/05/2017,Thu,6_2017/18, 188 , 213 , 183 , 79 , 28 , 10 , 21 , -   , 33 ,689,0
12/05/2017,Fri,6_2017/18, 236 , 321 , 227 , 106 , 41 , 12 , 14 , -   , 40 ,917,0
13/05/2017,Sat,6_2017/18, 298 , 547 , 467 , 255 , 100 , 33 , 21 , -   , 8 ,1713,0
14/05/2017,Sun,6_2017/18, 192 , 341 , 347 , 159 , 73 , 24 , 8 , -   , 4 ,1140,0
15/05/2017,Mon,7_2017/18, 204 , 254 , 146 , 84 , 22 , 18 , 19 , -   , 44 ,703,0
16/05/2017,Tue,7_2017/18, 148 , 223 , 173 , 81 , 37 , 37 , 11 , 29 , 38 ,701,0
17/05/2017,Wed,7_2017/18, 275 , 336 , 218 , 112 , 39 , 8 , 13 , -   , 47 ,954,0
18/05/2017,Thu,7_2017/18, 189 , 238 , 184 , 83 , 28 , 15 , 13 , -   , 38 ,712,0
19/05/2017,Fri,7_2017/18, 248 , 296 , 202 , 115 , 39 , 12 , 12 , -   , 40 ,884,0
20/05/2017,Sat,7_2017/18, 291 , 536 , 467 , 225 , 86 , 21 , 16 , -   , 22 ,1620,0
21/05/2017,Sun,7_2017/18, 194 , 359 , 335 , 158 , 61 , 18 , 10 , -   , 6 ,1129,0
22/05/2017,Mon,8_2017/18, 153 , 190 , 139 , 54 , 19 , 5 , 8 , -   , 42 ,526,0
23/05/2017,Tue,8_2017/18, 174 , 226 , 163 , 60 , 26 , 13 , 12 , -   , 46 ,628,0
24/05/2017,Wed,8_2017/18, 221 , 334 , 191 , 101 , 32 , 10 , 8 , 2 , 34 ,865,0
25/05/2017,Thu,8_2017/18, 213 , 283 , 194 , 80 , 33 , 12 , 16 , -   , 38 ,793,0
26/05/2017,Fri,8_2017/18, 249 , 371 , 242 , 123 , 37 , 19 , 14 , -   , 21 ,1034,0
27/05/2017,Sat,8_2017/18, 259 , 456 , 385 , 213 , 100 , 24 , 27 , -   , 9 ,1455,0
28/05/2017,Sun,8_2017/18, 169 , 336 , 332 , 198 , 72 , 31 , 30 , -   , 11 ,1157,0
29/05/2017,Mon,9_2017/18, 205 , 401 , 446 , 231 , 95 , 26 , 14 , 1 , 11 ,1408,0
30/05/2017,Tue,9_2017/18, 222 , 339 , 294 , 143 , 47 , 18 , 23 , 3 , 42 ,1047,0
31/05/2017,Wed,9_2017/18, 247 , 391 , 345 , 160 , 51 , 18 , 32 , -   , 44 ,1200,0
01/06/2017,Thu,9_2017/18, 236 , 304 , 257 , 121 , 52 , 14 , 21 , -   , 41 ,964,0
02/06/2017,Fri,9_2017/18, 252 , 347 , 293 , 157 , 54 , 16 , 16 , -   , 29 ,1106,0
03/06/2017,Sat,9_2017/18, 224 , 473 , 476 , 278 , 113 , 47 , 48 , -   , 10 ,1649,0
04/06/2017,Sun,9_2017/18, 233 , 358 , 305 , 174 , 51 , 25 , 17 , -   , 9 ,1154,0
05/06/2017,Mon,10_2017/18, 215 , 275 , 167 , 77 , 29 , 11 , 16 , -   , 44 ,746,0
06/06/2017,Tue,10_2017/18, 244 , 268 , 207 , 119 , 26 , 14 , 21 , -   , 42 ,857,0
07/06/2017,Wed,10_2017/18, 255 , 343 , 216 , 126 , 38 , 13 , 13 , -   , 50 ,954,0
08/06/2017,Thu,10_2017/18, 205 , 253 , 192 , 99 , 26 , 11 , 20 , -   , 48 ,758,0
09/06/2017,Fri,10_2017/18, 256 , 269 , 223 , 115 , 50 , 10 , 7 , 1 , 42 ,889,0
10/06/2017,Sat,10_2017/18, 246 , 439 , 398 , 232 , 99 , 54 , 31 , -   , 9 ,1490,0
11/06/2017,Sun,10_2017/18, 194 , 359 , 375 , 165 , 60 , 21 , 12 , 1 , 7 ,1180,0
12/06/2017,Mon,11_2017/18, 224 , 198 , 181 , 65 , 24 , 10 , 10 , -   , 35 ,677,0
13/06/2017,Tue,11_2017/18, 177 , 235 , 175 , 100 , 43 , 9 , 12 , -   , 44 ,707,0
14/06/2017,Wed,11_2017/18, 236 , 282 , 232 , 91 , 34 , 8 , 15 , -   , 39 ,859,0
15/06/2017,Thu,11_2017/18, 182 , 274 , 186 , 63 , 34 , 17 , 12 , -   , 38 ,730,0
16/06/2017,Fri,11_2017/18, 249 , 316 , 260 , 127 , 48 , 12 , 7 , -   , 44 ,975,0
17/06/2017,Sat,11_2017/18, 262 , 464 , 437 , 199 , 79 , 43 , 32 , -   , 6 ,1510,0
18/06/2017,Sun,11_2017/18, 181 , 274 , 254 , 139 , 52 , 15 , 11 , -   , 5 ,921,0
19/06/2017,Mon,12_2017/18, 196 , 268 , 128 , 77 , 18 , 12 , 6 , -   , 43 ,662,0
20/06/2017,Tue,12_2017/18, 234 , 275 , 190 , 68 , 28 , 11 , 16 , -   , 43 ,779,0
21/06/2017,Wed,12_2017/18, 268 , 385 , 251 , 87 , 33 , 13 , 15 , -   , 45 ,1007,0
22/06/2017,Thu,12_2017/18, 219 , 276 , 182 , 97 , 20 , 16 , 15 , -   , 41 ,784,0
23/06/2017,Fri,12_2017/18, 248 , 319 , 247 , 131 , 47 , 20 , 13 , 1 , 42 ,984,0
24/06/2017,Sat,12_2017/18, 296 , 510 , 429 , 249 , 107 , 47 , 30 , -   , 11 ,1657,0
25/06/2017,Sun,12_2017/18, 167 , 413 , 295 , 217 , 77 , 29 , 23 , -   , 8 ,1213,0
26/06/2017,Mon,13_2017/18, 157 , 291 , 149 , 93 , 29 , 9 , 18 , -   , 42 ,704,0
27/06/2017,Tue,13_2017/18, 237 , 320 , 202 , 123 , 35 , 15 , 18 , -   , 45 ,905,0
28/06/2017,Wed,13_2017/18, 316 , 397 , 279 , 130 , 33 , 14 , 13 , -   , 42 ,1140,0
29/06/2017,Thu,13_2017/18, 278 , 317 , 188 , 110 , 45 , 13 , 40 , 1 , 38 ,954,0
30/06/2017,Fri,13_2017/18, 307 , 372 , 295 , 118 , 51 , 20 , 20 , 1 , 37 ,1147,0
01/07/2017,Sat,13_2017/18, 350 , 543 , 540 , 280 , 114 , 36 , 34 , -   , 7 ,1890,0
02/07/2017,Sun,13_2017/18, 241 , 430 , 440 , 220 , 72 , 22 , 28 , 5 , 7 ,1451,0
03/07/2017,Mon,14_2017/18, 234 , 308 , 210 , 146 , 53 , 23 , 77 , -   , 48 ,1003,0
04/07/2017,Tue,14_2017/18, 227 , 288 , 216 , 102 , 42 , 14 , 7 , -   , 39 ,857,0
05/07/2017,Wed,14_2017/18, 291 , 348 , 292 , 121 , 39 , 13 , 13 , -   , 50 ,1067,0
06/07/2017,Thu,14_2017/18, 318 , 305 , 126 , 59 , 15 , 6 , 8 , -   , 45 ,792,0
07/07/2017,Fri,14_2017/18, 245 , 352 , 268 , 149 , 64 , 18 , 30 , -   , 33 ,1093,0
08/07/2017,Sat,14_2017/18, 268 , 533 , 452 , 283 , 124 , 47 , 37 , -   , 9 ,1735,0
09/07/2017,Sun,14_2017/18, 221 , 414 , 465 , 232 , 86 , 24 , 25 , -   , 2 ,1465,0
10/07/2017,Mon,15_2017/18, 197 , 272 , 182 , 91 , 29 , 14 , 14 , -   , 40 ,759,0
11/07/2017,Tue,15_2017/18, 238 , 333 , 248 , 134 , 34 , 25 , 41 , 2 , 38 ,1017,0
12/07/2017,Wed,15_2017/18, 274 , 333 , 255 , 133 , 53 , 20 , 15 , 1 , 40 ,1044,0
13/07/2017,Thu,15_2017/18, 197 , 247 , 278 , 102 , 38 , 20 , 18 , -   , 43 ,857,0
14/07/2017,Fri,15_2017/18, 225 , 296 , 268 , 126 , 34 , 14 , 17 , -   , 34 ,946,0
15/07/2017,Sat,15_2017/18, 358 , 628 , 600 , 357 , 132 , 51 , 38 , -   , 10 ,2154,0
16/07/2017,Sun,15_2017/18, 242 , 411 , 458 , 287 , 88 , 37 , 18 , -   , 9 ,1532,0
17/07/2017,Mon,16_2017/18, 217 , 275 , 188 , 84 , 29 , 9 , 46 , 1 , 35 ,814,0
18/07/2017,Tue,16_2017/18, 201 , 242 , 197 , 126 , 26 , 14 , 12 , -   , 36 ,782,0
19/07/2017,Wed,16_2017/18, 277 , 378 , 235 , 128 , 43 , 10 , 13 , -   , 37 ,1047,0
20/07/2017,Thu,16_2017/18, 247 , 264 , 209 , 98 , 47 , 11 , 14 , -   , 55 ,835,0
21/07/2017,Fri,16_2017/18, 234 , 235 , 301 , 109 , 44 , 18 , 10 , -   , 37 ,914,0
22/07/2017,Sat,16_2017/18, 372 , 606 , 581 , 267 , 101 , 37 , 25 , -   , 5 ,1984,0
23/07/2017,Sun,16_2017/18, 310 , 518 , 503 , 214 , 72 , 22 , 12 , -   , 7 ,1644,0
24/07/2017,Mon,17_2017/18, 244 , 351 , 361 , 155 , 59 , 23 , 12 , -   , 32 ,1173,0
25/07/2017,Tue,17_2017/18, 214 , 287 , 322 , 159 , 44 , 22 , 17 , -   , 35 ,1030,0
26/07/2017,Wed,17_2017/18, 307 , 429 , 442 , 164 , 53 , 23 , 17 , -   , 36 ,1399,0
27/07/2017,Thu,17_2017/18, 261 , 313 , 336 , 131 , 46 , 18 , 9 , -   , 35 ,1079,0
28/07/2017,Fri,17_2017/18, 265 , 341 , 336 , 137 , 51 , 16 , 12 , 1 , 29 ,1130,0
29/07/2017,Sat,17_2017/18, 321 , 578 , 544 , 303 , 103 , 41 , 16 , -   , 4 ,1902,0
30/07/2017,Sun,17_2017/18, 214 , 428 , 470 , 228 , 74 , 17 , 9 , -   , 7 ,1433,0
31/07/2017,Mon,18_2017/18, 193 , 264 , 267 , 81 , 44 , 10 , 18 , -   , 36 ,841,0
01/08/2017,Tue,18_2017/18, 260 , 351 , 315 , 157 , 50 , 14 , 21 , -   , 38 ,1130,0
02/08/2017,Wed,18_2017/18, 361 , 469 , 363 , 149 , 56 , 9 , 13 , -   , 45 ,1375,0
03/08/2017,Thu,18_2017/18, 205 , 343 , 301 , 128 , 42 , 15 , 17 , -   , 35 ,1016,
04/08/2017,Fri,18_2017/18, 250 , 314 , 285 , 127 , 46 , 19 , 36 , 4 , 31 ,1050,0
05/08/2017,Sat,18_2017/18, 365 , 626 , 553 , 295 , 106 , 42 , 34 , 2 , 6 ,2017,0
06/08/2017,Sun,18_2017/18, 209 , 358 , 405 , 220 , 105 , 26 , 24 , 1 , 6 ,1342,0
07/08/2017,Mon,19_2017/18, 233 , 300 , 248 , 97 , 32 , 12 , 16 , -   , 35 ,903,0
08/08/2017,Tue,19_2017/18, 242 , 351 , 312 , 137 , 52 , 17 , 53 , 2 , 38 ,1128,0
09/08/2017,Wed,19_2017/18, 407 , 479 , 424 , 143 , 46 , 24 , 47 , 5 , 38 ,1537,0
10/08/2017,Thu,19_2017/18, 212 , 294 , 267 , 111 , 45 , 19 , 44 , 1 , 36 ,957,0
11/08/2017,Fri,19_2017/18, 239 , 292 , 272 , 110 , 33 , 11 , 12 , -   , 34 ,935,0
12/08/2017,Sat,19_2017/18, 271 , 449 , 463 , 225 , 94 , 24 , 22 , 2 , 5 ,1545,0
13/08/2017,Sun,19_2017/18, 189 , 336 , 288 , 176 , 47 , 19 , 8 , 2 , 6 ,1059,0
14/08/2017,Mon,20_2017/18, 186 , 263 , 211 , 109 , 31 , 13 , 46 , 5 , 37 ,827,0
15/08/2017,Tue,20_2017/18, 182 , 246 , 206 , 96 , 46 , 21 , 14 , -   , 5 ,806,0
16/08/2017,Wed,20_2017/18, 246 , 355 , 267 , 105 , 42 , 13 , 18 , -   , 23 ,1023,0
17/08/2017,Thu,20_2017/18, 210 , 299 , 283 , 112 , 50 , 17 , 18 , -   , 37 ,952,0
18/08/2017,Fri,20_2017/18, 226 , 314 , 251 , 86 , 38 , 15 , 12 , -   , 30 ,912,0
19/08/2017,Sat,20_2017/18, 266 , 458 , 472 , 171 , 86 , 33 , 19 , -   , 4 ,1501,0
20/08/2017,Sun,20_2017/18, 175 , 304 , 315 , 115 , 59 , 16 , 9 , -   , 2 ,991,0
21/08/2017,Mon,21_2017/18, 205 , 262 , 229 , 101 , 36 , 15 , 9 , -   , 40 ,817,0
22/08/2017,Tue,21_2017/18, 209 , 269 , 273 , 94 , 33 , 10 , 15 , -   , 41 ,862,0
23/08/2017,Wed,21_2017/18, 267 , 367 , 278 , 111 , 34 , 16 , 6 , -   , 44 ,1035,0
24/08/2017,Thu,21_2017/18, 216 , 276 , 260 , 90 , 40 , 7 , 9 , -   , 36 ,862,0
25/08/2017,Fri,21_2017/18, 244 , 381 , 287 , 95 , 54 , 12 , 11 , -   , 31 ,1053,0
26/08/2017,Sat,21_2017/18, 255 , 482 , 426 , 197 , 96 , 41 , 14 , 1 , 9 ,1503,0
27/08/2017,Sun,21_2017/18, 147 , 312 , 297 , 140 , 53 , 15 , 15 , 3 , 5 ,977,0
28/08/2017,Mon,22_2017/18, 175 , 342 , 269 , 141 , 53 , 14 , 20 , -   , 4 ,1010,0
29/08/2017,Tue,22_2017/18, 220 , 255 , 219 , 94 , 40 , 14 , 17 , -   , 34 ,825,0
30/08/2017,Wed,22_2017/18, 297 , 490 , 388 , 145 , 51 , 22 , 17 , -   , 37 ,1373,0
31/08/2017,Thu,22_2017/18, 242 , 322 , 264 , 96 , 36 , 17 , 22 , -   , 40 ,959,0
01/09/2017,Fri,22_2017/18, 271 , 364 , 269 , 109 , 28 , 12 , 15 , -   , 29 ,1039,0
02/09/2017,Sat,22_2017/18, 300 , 511 , 473 , 247 , 99 , 36 , 13 , -   , 5 ,1674,0
03/09/2017,Sun,22_2017/18, 279 , 422 , 370 , 131 , 58 , 20 , 15 , -   , 4 ,1291,0
04/09/2017,Mon,23_2017/18, 258 , 416 , 224 , 94 , 29 , 9 , 25 , -   , 48 ,1007,0
05/09/2017,Tue,23_2017/18, 225 , 316 , 220 , 79 , 26 , 7 , 12 , -   , 45 ,840,0
06/09/2017,Wed,23_2017/18, 255 , 297 , 252 , 79 , 33 , 13 , 20 , -   , 48 ,901,0
07/09/2017,Thu,23_2017/18, 204 , 258 , 166 , 62 , 21 , 12 , 22 , -   , 45 ,700,0
08/09/2017,Fri,23_2017/18, 257 , 321 , 268 , 109 , 39 , 16 , 42 , 3 , 42 ,1013,0
09/09/2017,Sat,23_2017/18, 364 , 603 , 508 , 250 , 82 , 25 , 18 , 4 , 5 ,1849,0
10/09/2017,Sun,23_2017/18, 250 , 433 , 400 , 180 , 66 , 19 , 11 , -   , 4 ,1355,0
